URL,Title,Publication Date
https://www.nu.nl/algemeen/6281906/kamer-haalt-streep-door-verhoging-brandstofaccijns-en-wil-lagere-energiebelasting.html,Kamer haalt streep door verhoging brandstofaccijns en wil lagere energiebelasting,21 sep 2023 om 15:20
https://www.nu.nl/tag/Brandstofprijzen,N/A,N/A
https://www.nu.nl/economie/6279077/liter-benzine-gaat-richting-de-226-euro-diesel-blijft-net-onder-de-2-euro.html,"Liter benzine gaat richting de 2,26 euro, diesel blijft net onder de 2 euro",01 sep 2023 om 15:33
https://www.nu.nl/economie/6277733/brandstofprijzen-gaan-in-2024-hard-omhoog-door-verder-stijgende-accijns.html,Brandstofprijzen gaan in 2024 hard omhoog door verder stijgende accijns,23 aug 2023 om 19:02
https://www.nu.nl/economie/6274314/benzineprijzen-kruipen-verder-omhoog-voor-een-liter-betaal-je-nu-bijna-220-euro.html,"Benzineprijzen kruipen verder omhoog: voor een liter betaal je nu bijna 2,20 euro",28 jul 2023 om 17:58
https://www.nu.nl/economie/6273862/tanken-voor-minder-dan-2-euro-wordt-steeds-moeilijker.html,Tanken voor minder dan 2 euro wordt steeds moeilijker,25 jul 2023 om 16:48
https://www.nu.nl/economie/6282806/jumbo-mag-vier-limburgse-supermarkten-overnemen.html,Jumbo mag vier Limburgse supermarkten overnemen,27 sep 2023 om 13:26
https://www.nu.nl/economie/6260939/na-albert-heijn-slaat-ook-jumbo-slag-bij-limburgse-jan-linders-supermarkten.html,Na Albert Heijn slaat ook Jumbo slag bij Limburgse Jan Linders-supermarkten,25 apr 2023 om 13:33
https://www.nu.nl/economie/6242088/albert-heijn-slaat-slag-bij-limburgse-keten-jan-linders-winkels-worden-ahs.html,Albert Heijn slaat slag bij Limburgse keten: Jan Linders-winkels worden AH's,14 dec 2022 om 14:38
https://www.nu.nl/economie/6282764/handel-nn-aandelen-stilgelegd-na-hard-oordeel-van-rechter-over-woekerpolissen.html,Handel NN-aandelen stilgelegd na hard oordeel van rechter over woekerpolissen,27 sep 2023 om 10:39
https://www.nu.nl/economie/overzicht,N/A,N/A
https://www.nu.nl/tech/6282813/contactformulier-op-arriva-website-lekt-contactgegevens-van-195000-reizigers.html,Contactformulier op Arriva-website lekt contactgegevens van 195.000 reizigers,27 sep 2023 om 14:06
https://www.nu.nl/tag/Arriva,N/A,N/A
https://www.nu.nl/economie/6282189/spoorbedrijf-arriva-wil-meer-dan-twintig-trajecten-van-ns-overnemen.html,Spoorbedrijf Arriva wil meer dan twintig trajecten van NS overnemen,23 sep 2023 om 09:57
https://www.nu.nl/tag/NS,N/A,N/A
https://www.nu.nl/politiek/6282732/ns-moet-van-staatssecretaris-opnieuw-naar-plan-voor-spitsheffing-kijken.html,NS moet van staatssecretaris opnieuw naar plan voor spitsheffing kijken,26 sep 2023 om 23:38
https://www.nu.nl/binnenland/6280331/hierdoor-kan-het-extra-druk-zijn-in-je-trein-en-dit-kun-je-eraan-doen.html,"Hierdoor kan het extra druk zijn in je trein, en dit kun je eraan doen",11 sep 2023 om 05:15
https://www.nu.nl/binnenland/6280331/nu.nl/binnenland/6225582/ns-zet-door-personeelstekort-7-procent-minder-treinen-in-dan-voor-corona.html,NS zet door personeelstekort 7 procent minder treinen in dan voor corona,22 sep 2022 om 16:14
https://www.nu.nl/economie/6219353/ns-rijdt-per-december-met-10-procent-minder-treinen-door-personeelstekort.html,NS rijdt per december met 10 procent minder treinen door personeelstekort,23 aug 2022 om 15:34
https://www.nu.nl/economie/6219326/ns-stapt-niet-naar-de-rechter-om-stakingen-te-voorkomen.html,NS stapt niet naar de rechter om stakingen te voorkomen,23 aug 2022 om 13:48
https://www.nu.nl/muziek/6282780/marco-borsato-wordt-vervolgd-voor-zedendelict-met-minderjarige.html,Marco Borsato wordt vervolgd voor zedendelict met minderjarige,27 sep 2023 om 11:08
https://www.nu.nl/the-voice/6252218/waarom-duurt-het-marco-borsato-onderzoek-zo-lang-jullie-vragen-beantwoord.html,Waarom duurt het Marco Borsato-onderzoek zo lang? Jullie vragen beantwoord,25 feb 2023 om 05:07
https://www.nu.nl/media/6244595/dit-jaar-meer-duidelijkheid-voor-marco-borsato-ali-b-en-slachtoffers-the-voice.html,"Dit jaar meer duidelijkheid voor Marco Borsato, Ali B en slachtoffers The Voice",01 jan 2023 om 06:06
https://www.nu.nl/the-voice/6179972/deze-beschuldigingen-zijn-er-nu-tegen-ali-b.html,NOG NIET Dit zijn de beschuldigingen tegen Ali B,24 jan 2022 om 20:28
https://www.nu.nl/the-voice/6179622/oud-deelnemers-over-misstanden-the-voice-nu-blijkt-dat-het-structureel-was.html,Oud-deelnemers over misstanden The Voice: 'Nu blijkt dat het structureel was',21 jan 2022 om 21:35
https://www.nu.nl/the-voice/6179548/vijf-redenen-waarom-slachtoffers-van-seksueel-geweld-dat-niet-gewoon-vertellen.html,Vijf redenen waarom slachtoffers van seksueel geweld dat niet 'gewoon vertellen',21 jan 2022 om 18:01
https://www.nu.nl/the-voice/6179502/waarom-john-de-mols-reactie-op-beschuldigingen-van-wangedrag-kwalijk-is.html,Waarom John de Mols reactie op beschuldigingen van wangedrag kwalijk is,21 jan 2022 om 12:28
https://www.nu.nl/buitenland/5055896/zweden-stelt-uitdrukkelijke-wederzijdse-toestemming-seks-verplicht.html,Zweden stelt uitdrukkelijke wederzijdse toestemming voor seks verplicht,19 dec 2017 om 14:13
https://www.nu.nl/tag/Zweden,N/A,N/A
https://www.nu.nl/buitenland/6282348/oorzaak-aardverschuiving-zweden-nog-onduidelijk-snelweg-nog-maanden-dicht.html,"Oorzaak aardverschuiving Zweden nog onduidelijk, snelweg nog maanden dicht",24 sep 2023 om 13:34
https://www.nu.nl/buitenland/6275743/storm-hans-zorgt-voor-grote-problemen-in-scandinavie.html,In beeld Storm Hans zorgt voor grote problemen in Scandinavië,08 aug 2023 om 20:06
https://www.nu.nl/buitenland/6275676/evacuaties-en-aardverschuivingen-door-noodweer-in-scandinavie.html,Evacuaties en aardverschuivingen door noodweer in Scandinavië,08 aug 2023 om 10:55
https://www.nu.nl/tag/Noorwegen,N/A,N/A
https://www.nu.nl/buitenland/6282245/noorwegen-pakt-ex-wagner-commandant-op-bij-russische-grens-wilde-terug.html,Noorwegen pakt ex-Wagner-commandant op bij Russische grens: 'Wilde terug',23 sep 2023 om 14:17
https://www.nu.nl/tag/Rusland,N/A,N/A
https://www.nu.nl/buitenland/6282696/kremlin-criticus-navalny-verliest-hoger-beroep-negentien-jaar-cel-blijft-staan.html,Kremlin-criticus Navalny verliest hoger beroep: negentien jaar cel blijft staan,26 sep 2023 om 17:59
https://www.nu.nl/buitenland/6275304/navalny-reageert-na-nieuwe-veroordeling-verlies-niet-de-wil-om-je-te-verzetten.html,Navalny reageert na nieuwe veroordeling: 'Verlies niet de wil om je te verzetten',04 aug 2023 om 21:40
https://www.nu.nl/buitenland/6275209/russische-oppositieleider-navalny-krijgt-nog-eens-19-jaar-cel-in-schijnproces.html,Russische oppositieleider Navalny krijgt nog eens 19 jaar cel in schijnproces,04 aug 2023 om 16:10
https://www.nu.nl/buitenland/6273227/russische-aanklager-wil-dat-oppositieleider-navalny-nog-20-jaar-cel-krijgt.html,Russische aanklager wil dat oppositieleider Navalny nog 20 jaar cel krijgt,20 jul 2023 om 16:22
https://www.nu.nl/buitenland/6268662/komt-navalny-ooit-nog-vrij-poetin-wil-hem-graag-uit-de-weg-ruimen.html,NU+ Komt Navalny ooit nog vrij? 'Poetin wil hem graag uit de weg ruimen',19 jun 2023 om 17:08
https://www.nu.nl/buitenland/6268615/russische-oppositieleider-navalny-kan-in-nieuwe-zaak-30-jaar-cel-krijgen.html,Russische oppositieleider Navalny kan in nieuwe zaak 30 jaar cel krijgen,19 jun 2023 om 06:53
https://www.nu.nl/buitenland/6246933/gevangen-russische-oppositieleider-navalny-heeft-dringend-medische-hulp-nodig.html,Gevangen Russische oppositieleider Navalny heeft dringend medische hulp nodig,13 jan 2023 om 19:42
https://www.nu.nl/buitenland/6206482/russische-oppositieleider-navalny-overgeplaatst-naar-strenger-strafkamp.html,Russische oppositieleider Navalny overgeplaatst naar strenger strafkamp,14 jun 2022 om 17:13
https://www.nu.nl/buitenland/6113899/vergiftigd-en-aangeklaagd-dit-is-de-russische-oppositieleider-navalny.html,Vergiftigd en aangeklaagd: dit is de Russische oppositieleider Navalny,02 feb 2021 om 11:22
https://www.nu.nl/buitenland/6113512/duizenden-arrestaties-bij-betogingen-voor-vrijlating-navalny-in-rusland.html,Duizenden arrestaties bij betogingen voor vrijlating Navalny in Rusland,31 jan 2021 om 10:57
https://www.nu.nl/buitenland/6113001/navalny-verliest-beroep-en-blijft-vastzitten-weer-bondgenoten-opgepakt.html,"Navalny verliest beroep en blijft vastzitten, weer bondgenoten opgepakt",28 jan 2021 om 13:57
https://www.nu.nl/tag/Alexei%20Navalny,N/A,N/A
https://www.nu.nl/buitenland/6277828/kritiek-op-poetin-en-plotseling-overlijden-prigozhin-is-niet-de-eerste.html,NU+ Kritiek op Poetin en plotseling overlijden: Prigozhin is niet de eerste,24 aug 2023 om 13:48
https://www.nu.nl/buitenland/6275194/komt-navalny-ooit-nog-vrij-poetin-wil-hem-graag-uit-de-weg-ruimen.html,NU+ Komt Navalny ooit nog vrij? 'Poetin wil hem graag uit de weg ruimen',04 aug 2023 om 11:21
https://www.nu.nl/spanningen-oekraine/6213485/rusland-legt-critici-het-zwijgen-op-iedereen-kan-de-volgende-zijn.html,Rusland legt critici het zwijgen op: 'Iedereen kan de volgende zijn',22 jul 2022 om 05:53
https://www.nu.nl/spanningen-oekraine/6189711/russen-bombarderen-theater-met-honderden-schuilende-burgers-zegt-oekraine.html,"Russen bombarderen theater met honderden schuilende burgers, zegt Oekraïne",16 mrt 2022 om 18:58
https://www.nu.nl/spanningen-oekraine/6188432/poetin-sloopt-niet-alleen-oekraine-hij-laat-ook-weinig-over-van-rusland.html,"Analyse Poetin sloopt niet alleen Oekraïne, hij laat ook weinig over van Rusland",10 mrt 2022 om 05:15
https://www.nu.nl/spanningen-oekraine/6188424/oekraine-beschuldigt-rusland-van-bombarderen-kinderziekenhuis-in-mariupol.html,"Kraamkliniek verwoest in Oekraïense stad Mariupol, meerdere gewonden",09 mrt 2022 om 17:35
https://www.nu.nl/spanningen-oekraine/6187610/bekijk-hier-in-welke-oekraiense-gebieden-de-russen-oprukken.html,Oorlogskaart Bekijk hier de stand van zaken in de strijd om Oekraïne,04 mrt 2022 om 17:14
https://www.nu.nl/economie/6187586/stoppen-met-russisch-gas-als-ultieme-sanctie-dat-gaat-veel-pijn-doen.html,Stoppen met Russisch gas als ultieme sanctie? Dat gaat veel pijn doen,04 mrt 2022 om 15:38
https://www.nu.nl/economie/6187601/eu-koopt-voor-een-recordbedrag-aan-russisch-gas-ondanks-sancties.html,EU koopt voor een recordbedrag aan Russisch gas ondanks sancties,04 mrt 2022 om 15:43
https://www.nu.nl/economie/6187145/eu-sluit-zeven-russische-banken-uit-van-betaalsysteem-swift.html?redirect=1,EU sluit zeven Russische banken uit van betaalsysteem SWIFT,02 mrt 2022 om 12:52
https://www.nu.nl/economie/6187090/grootste-russische-bank-vertrekt-uit-europa-als-gevolg-van-sancties.html,Grootste Russische bank vertrekt uit Europa als gevolg van sancties,02 mrt 2022 om 09:44
https://www.nu.nl/spanningen-oekraine/6186693/dochteronderneming-russische-centrale-bank-staat-op-omvallen-door-sancties.html,Dochteronderneming Russische centrale bank staat op omvallen door sancties,28 feb 2022 om 02:46
https://www.nu.nl/economie/6186638/russische-centrale-bank-maant-tot-kalmte-uit-vrees-voor-stormloop.html,Russische centrale bank maant tot kalmte uit vrees voor stormloop,27 feb 2022 om 16:56
https://www.nu.nl/spanningen-oekraine/6186534/eu-besluit-aantal-russische-banken-uit-swift-te-verwijderen.html,EU besluit aantal Russische banken uit SWIFT te verwijderen,26 feb 2022 om 23:23
https://www.nu.nl/economie/6186282/wat-is-swift-en-waarom-wil-het-kabinet-rusland-daarvan-afkoppelen.html,Wat is SWIFT en waarom wil het kabinet Rusland daarvan afkoppelen?,25 feb 2022 om 14:35
https://www.nu.nl/spanningen-oekraine/6186273/waarom-koos-poetin-voor-de-invasie-van-oekraine-en-wat-is-hij-van-plan.html,Waarom koos Poetin voor de invasie van Oekraïne en wat is hij van plan?,25 feb 2022 om 17:46
https://www.nu.nl/spanningen-oekraine/6186024/waarom-de-navo-en-nederland-vrijwel-zeker-geen-leger-naar-oekraine-sturen.html,Waarom de NAVO en Nederland vrijwel zeker geen leger naar Oekraïne sturen,24 feb 2022 om 12:39
https://www.nu.nl/spanningen-oekraine/6185514/russische-aanvallen-uit-meerdere-richtingen.html,Liveblog Oekraïne wil vandaag negen humanitaire corridors openen,22 feb 2022 om 00:22
https://www.nu.nl/tag/Oekra%C3%AFne,N/A,N/A
https://www.nu.nl/spanningen-oekraine/6282714/in-polen-neergestorte-raket-kwam-volgens-onderzoekers-uit-oekraine.html,Overzicht In Polen neergestorte raket kwam volgens onderzoekers uit Oekraïne,26 sep 2023 om 21:18
https://www.nu.nl/spanningen-oekraine/6237461/defensie-expert-ko-colijn-over-de-grensoverschrijdende-raket-op-polen.html,Defensie-expert Ko Colijn over de 'grensoverschrijdende' raket op Polen,21 nov 2022 om 12:31
https://www.nu.nl/spanningen-oekraine/6236527/volgens-navo-was-raket-in-polen-waarschijnlijk-oekraiens-luchtdoelgeschut.html,Volgens NAVO was raket in Polen waarschijnlijk Oekraïens luchtdoelgeschut,16 nov 2022 om 13:25
https://www.nu.nl/spanningen-oekraine/6236410/waarschijnlijk-een-ongeluk-dit-weten-we-nu-over-de-raketinslag-in-polen.html,Waarschijnlijk een ongeluk: dit weten we nu over de raketinslag in Polen,16 nov 2022 om 11:01
https://www.nu.nl/spanningen-oekraine/6186294/wat-is-de-navo-en-wat-is-de-rol-van-de-organisatie-in-het-oekraineconflict.html,Wat is de NAVO en wat is de rol van de organisatie in het Oekraïneconflict?,25 feb 2022 om 14:09
https://www.nu.nl/spanningen-oekraine/6186049/het-kan-zijn-dat-je-ook-in-nederland-militairen-op-de-weg-ziet-als-navo-signaal.html,Het kan zijn dat je ook in Nederland militairen op de weg ziet als NAVO-signaal,24 feb 2022 om 12:28
https://www.nu.nl/spanningen-oekraine/6186026/zelensky-oekrainers-die-tegen-de-russen-willen-vechten-krijgen-een-wapen.html,"Zelensky: 'Oekraïners die tegen de Russen willen vechten, krijgen een wapen'",24 feb 2022 om 11:39
https://www.nu.nl/tag/Buitenland,N/A,N/A
https://www.nu.nl/buitenland/6282842/tu-delft-beste-universiteit-van-nederland-oxford-blijft-eerste-op-wereldranglijst.html,"TU Delft beste universiteit van Nederland, Oxford blijft eerste op wereldranglijst",27 sep 2023 om 16:38
https://www.nu.nl/tag/TU%20Delft,N/A,N/A
https://www.nu.nl/tech/6258171/studenten-bouwen-hun-dromen-in-delftse-dream-hall-magische-plek.html,NU+ Studenten bouwen hun dromen in Delftse Dream Hall: 'Magische plek',09 apr 2023 om 05:10
https://www.nu.nl/tag/Hyperloop,N/A,N/A
https://www.nu.nl/tech/6251704/supersnelle-hyperloop-weer-stapje-dichterbij-door-nieuw-ontwerp-van-tu-delft.html,Supersnelle hyperloop weer stapje dichterbij door nieuw ontwerp van TU Delft,17 feb 2023 om 10:26
https://www.nu.nl/tag/Tech,N/A,N/A
https://www.nu.nl/tech/6282648/waarom-wetenschappers-1-miljard-overhebben-voor-250-gram-ruimtestof.html,NU+ Waarom wetenschappers 1 miljard overhebben voor 250 gram ruimtestof,26 sep 2023 om 15:02
https://www.nu.nl/tech/6150931/aardappelvormige-ruimterots-bennu-botst-in-2182-mogelijk-op-de-aarde.html,Aardappelvormige ruimterots Bennu botst in 2182 mogelijk op de aarde,11 aug 2021 om 20:23
https://www.nu.nl/tech/6150779/nasa-doet-belangrijke-ontdekking-over-aardappelvormige-ruimterots.html,NASA doet 'belangrijke ontdekking' over aardappelvormige ruimterots,11 aug 2021 om 08:22
https://www.nu.nl/tag/Heelal%20en%20ruimtevaart,N/A,N/A
https://www.nu.nl/tech-wetenschap/6282352/capsule-met-ruimtegruis-na-reis-van-23-miljard-kilometer-weer-terug-op-aarde.html,"Capsule met ruimtegruis na reis van 2,3 miljard kilometer weer terug op aarde",24 sep 2023 om 17:00
https://www.nu.nl/voetbal/6282853/ajax-coach-steijn-blijft-strijdbaar-maar-spelers-zijn-verdeeld-een-moeilijke-vraag.html,"Ajax-coach Steijn blijft strijdbaar, maar spelers zijn verdeeld: 'Een moeilijke vraag'",27 sep 2023 om 17:52
https://www.nu.nl/voetbal/6282802/feyenoord-scoort-nog-een-keer-in-restant-tegen-ajax-en-boekt-historische-zege.html,Feyenoord scoort nog één keer in restant tegen Ajax en boekt historische zege,27 sep 2023 om 14:38
https://www.nu.nl/voetbal/6282807/crisis-bij-ajax-eist-volgend-slachtoffer-rvc-voorzitter-eringa-treedt-terug.html,Crisis bij Ajax eist volgend slachtoffer: rvc-voorzitter Eringa treedt terug,27 sep 2023 om 13:21
https://www.nu.nl/voetbal/6282802/feyenoorder-gimenez-doet-ajax-met-derde-goal-nog-meer-pijn-in-restant-klassieker.html,Feyenoord scoort nog één keer in restant tegen Ajax en boekt historische zege,27 sep 2023 om 14:38
https://www.nu.nl/voetbal/6282560/oud-ajacieden-over-crisis-ook-guardiola-maakt-dit-geen-winnend-team.html,NU+ Oud-Ajacieden over crisis: 'Ook Guardiola maakt dit geen winnend team',27 sep 2023 om 05:06
https://www.nu.nl/voetbal/6282426/van-gaal-ziet-officiele-rol-bij-in-crisis-verkerend-ajax-niet-zitten.html,Van Gaal ziet officiële rol bij in crisis verkerend Ajax niet zitten,25 sep 2023 om 07:57
https://www.nu.nl/voetbal/6281871/ajax-ontslaat-veelbesproken-directeur-mislintat-vanwege-gebrek-aan-steun.html,Ajax ontslaat veelbesproken directeur Mislintat vanwege gebrek aan steun,24 sep 2023 om 22:19
https://www.nu.nl/voetbal/6282373/rust-rond-johan-cruijff-arena-is-teruggekeerd-na-bestorming-door-supporters.html,Rust rond Johan Cruijff ArenA is teruggekeerd na bestorming door supporters,24 sep 2023 om 16:57
https://www.nu.nl/voetbal/6282364/klassieker-tussen-ajax-en-feyenoord-definitief-gestaakt-na-vuurwerkincidenten.html,Klassieker tussen Ajax en Feyenoord definitief gestaakt na vuurwerkincidenten,24 sep 2023 om 16:20
https://www.nu.nl/voetbal/6282373/onrust-rond-arena-na-gestaakte-klassieker-supporters-dringen-stadion-binnen.html,Rust rond Johan Cruijff ArenA is teruggekeerd na bestorming door supporters,24 sep 2023 om 16:57
https://www.nu.nl/tag/Feyenoord,N/A,N/A
https://www.nu.nl/voetbal/6282832/gimenez-draagt-historische-hattrick-op-aan-god-en-familie-dit-betekent-veel.html,Giménez draagt historische hattrick op aan God en familie: 'Dit betekent veel',27 sep 2023 om 16:31
https://www.nu.nl/tag/Ajax,N/A,N/A
https://www.nu.nl/voetbal/6282836/ajax-trainer-steijn-schaamt-zich-na-afgang-tegen-feyenoord-blij-dat-dit-afgesloten-is.html,Ajax-trainer Steijn schaamt zich na afgang tegen Feyenoord: 'Blij dat dit afgesloten is',27 sep 2023 om 15:57
https://www.nu.nl/tag/Maurice%20Steijn,N/A,N/A
https://www.nu.nl/voetbal/6282399/hoe-rampzondag-van-ajax-eindigde-met-ontslag-technisch-directeur-mislintat.html,Hoe rampzondag van Ajax eindigde met ontslag technisch directeur Mislintat,25 sep 2023 om 04:58
https://www.nu.nl/voetbal/6282407/knvb-beslist-mogelijk-vandaag-over-gestaakte-klassieker-tussen-ajax-en-feyenoord.html,KNVB beslist mogelijk vandaag over gestaakte Klassieker tussen Ajax en Feyenoord,24 sep 2023 om 23:15
